Name,Address,Opening Hours,Popular Times
Rustic Canyon,"1119 Wilshire Blvd, Santa Monica, CA 90401, USA","['Monday: 5:30\u2009–\u20099:30\u202fPM', 'Tuesday: 5:30\u2009–\u20099:30\u202fPM', 'Wednesday: 5:30\u2009–\u20099:30\u202fPM', 'Thursday: 5:00\u2009–\u20099:30\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u2009–\u20099:30\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 96, 100, 75, 37, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 44, 51, 68, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 62, 65, 55, 31, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 41, 31, 20, 20, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 68, 89, 89, 75, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 89, 82, 72, 44, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 37, 51, 41, 27, 0, 0]}]"
MUSE Santa Monica,"108 W Channel Rd, Santa Monica, CA 90402, USA","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u2009–\u200910:00\u202fPM']",Not available
Original Muscle Beach Santa Monica,"Ocean Front Walk, Santa Monica, CA 90401, USA","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'name': 'Monday', 'data': [3, 1, 1, 1, 0, 0, 0, 3, 7, 14, 21, 24, 23, 25, 28, 31, 34, 33, 29, 25, 17, 12, 9, 8]}, {'name': 'Tuesday', 'data': [5, 3, 1, 0, 0, 1, 3, 3, 5, 12, 16, 20, 20, 17, 18, 23, 29, 27, 18, 12, 8, 9, 6, 4]}, {'name': 'Wednesday', 'data': [2, 1, 1, 0, 3, 2, 2, 4, 7, 12, 16, 22, 22, 30, 38, 49, 53, 48, 34, 23, 15, 10, 8, 9]}, {'name': 'Thursday', 'data': [5, 6, 5, 3, 3, 2, 1, 3, 6, 11, 17, 20, 23, 24, 28, 31, 31, 26, 21, 16, 13, 9, 7, 7]}, {'name': 'Friday', 'data': [3, 3, 5, 5, 3, 1, 1, 3, 4, 11, 17, 23, 21, 24, 28, 34, 38, 37, 32, 27, 21, 17, 10, 4]}, {'name': 'Saturday', 'data': [2, 2, 3, 4, 4, 2, 2, 3, 8, 15, 22, 27, 30, 36, 46, 57, 58, 50, 36, 25, 20, 19, 15, 15]}, {'name': 'Sunday', 'data': [11, 10, 8, 7, 4, 7, 8, 11, 15, 24, 32, 38, 43, 55, 75, 94, 100, 84, 55, 31, 16, 6, 3, 2]}]"
Santa Monica Pier Arch,"81-99 Colorado Ave, Santa Monica, CA 90401, USA","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'name': 'Monday', 'data': [2, 0, 5, 10, 2, 5, 13, 26, 21, 21, 18, 26, 42, 42, 31, 36, 18, 18, 15, 36, 42, 55, 23, 15]}, {'name': 'Tuesday', 'data': [15, 34, 28, 13, 36, 44, 23, 21, 26, 44, 42, 34, 26, 47, 52, 57, 50, 47, 47, 36, 26, 7, 2, 2]}, {'name': 'Wednesday', 'data': [5, 13, 10, 21, 28, 15, 7, 0, 0, 0, 2, 18, 42, 57, 39, 39, 57, 47, 31, 21, 31, 26, 28, 18]}, {'name': 'Thursday', 'data': [21, 28, 26, 23, 5, 7, 13, 13, 13, 21, 52, 52, 71, 42, 39, 50, 50, 55, 23, 15, 21, 18, 26, 13]}, {'name': 'Friday', 'data': [10, 10, 5, 5, 57, 50, 26, 23, 15, 31, 28, 36, 28, 44, 60, 57, 47, 52, 57, 47, 31, 23, 18, 7]}, {'name': 'Saturday', 'data': [2, 5, 21, 47, 42, 18, 10, 7, 15, 13, 15, 31, 28, 31, 28, 44, 84, 94, 100, 86, 73, 52, 52, 42]}, {'name': 'Sunday', 'data': [65, 39, 39, 31, 15, 15, 31, 47, 55, 55, 26, 23, 42, 60, 73, 63, 68, 84, 65, 42, 23, 7, 5, 5]}]"
Santa Ynez Canyon Trailhead - Topanga State Park,"Santa Ynez Canyon Trail, Pacific Palisades, CA 90272, USA","['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 63, 60, 70, 83, 76, 70, 56, 33, 26, 16, 16, 16, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 23, 33, 53, 56, 50, 33, 13, 6, 10, 3, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 53, 40, 40, 36, 53, 46, 40, 23, 16, 10, 16, 16, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 43, 70, 66, 66, 63, 56, 56, 53, 46, 40, 30, 10, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 63, 73, 56, 53, 50, 43, 30, 30, 30, 16, 10, 10, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 76, 96, 100, 96, 73, 56, 60, 46, 53, 36, 36, 30, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 70, 90, 80, 60, 53, 66, 60, 46, 30, 16, 20, 16, 0, 0, 0, 0]}]"
Venice Boardwalk,"Beach pavillion in, Los Angeles, CA 90291, USA",Not available,Not available
Tongva Park,"1615 Ocean Ave, Santa Monica, CA 90401, USA","['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200911:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 25, 27, 23, 23, 22, 28, 39, 53, 55, 64, 50, 39, 19, 18, 21, 30, 39, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 21, 21, 35, 31, 39, 44, 40, 30, 22, 31, 23, 23, 26, 39, 47, 40, 23, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 10, 15, 10, 11, 13, 18, 14, 23, 35, 56, 67, 71, 64, 55, 50, 44, 35, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 21, 43, 31, 31, 18, 18, 18, 21, 32, 35, 31, 35, 22, 27, 23, 27, 15, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 3, 6, 13, 25, 21, 23, 36, 42, 38, 32, 31, 21, 26, 34, 43, 32, 22, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 6, 17, 32, 30, 31, 42, 52, 57, 57, 80, 97, 100, 81, 51, 27, 18, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 31, 30, 32, 40, 28, 26, 35, 59, 65, 64, 67, 76, 86, 81, 53, 32, 28, 0]}]"
Élephante,"1332 2nd St Rooftop, Santa Monica, CA 90401, USA","['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 40, 47, 56, 56, 57, 54, 57, 58, 54, 46, 37, 28, 17]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 41, 49, 51, 51, 52, 51, 56, 54, 55, 49, 44, 35, 24]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 58, 66, 65, 60, 60, 61, 64, 64, 58, 50, 40, 32, 23]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 44, 48, 51, 52, 58, 62, 66, 64, 60, 52, 44, 36, 25]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 40, 50, 57, 59, 58, 62, 67, 72, 72, 67, 61, 53, 49, 42]}, {'name': 'Saturday', 'data': [28, 0, 0, 0, 0, 0, 0, 0, 0, 31, 48, 61, 75, 87, 95, 98, 99, 98, 96, 90, 80, 71, 61, 49]}, {'name': 'Sunday', 'data': [31, 0, 0, 0, 0, 0, 0, 0, 0, 22, 36, 49, 61, 73, 86, 94, 99, 100, 93, 81, 67, 54, 40, 25]}]"
Delfini Italian Ristorante Bar,"8635 Wilshire Blvd, Beverly Hills, CA 90211, USA",Not available,Not available
Ye Olde King's Head,"116 Santa Monica Blvd, Santa Monica, CA 90401, USA","['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 31, 38, 43, 47, 52, 53, 59, 52, 39, 32, 22, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 32, 38, 35, 34, 39, 43, 46, 43, 42, 38, 38, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 34, 38, 46, 45, 48, 50, 55, 51, 49, 45, 34, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 40, 54, 58, 55, 51, 54, 60, 64, 62, 53, 50, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 43, 63, 70, 66, 60, 61, 64, 66, 66, 59, 52, 44, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 41, 56, 74, 91, 100, 95, 91, 94, 95, 85, 68, 52, 34, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 38, 54, 62, 65, 67, 73, 75, 74, 64, 56, 46, 0, 0]}]"
Pacific Wheel,"380 Santa Monica Pier, Santa Monica, CA 90401, USA",Not available,Not available
Massilia,"1445 4th St, Santa Monica, CA 90401, USA","['Monday: 4:00\u2009–\u200911:00\u202fPM', 'Tuesday: 4:00\u2009–\u200911:00\u202fPM', 'Wednesday: 4:00\u2009–\u200911:00\u202fPM', 'Thursday: 4:00\u2009–\u200911:00\u202fPM', 'Friday: 4:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200911:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 20, 19, 24, 14, 11, 1, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 22, 25, 17, 20, 30, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 27, 48, 41, 40, 30, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 33, 41, 40, 29, 11, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 54, 79, 100, 100, 79, 51, 38]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 38, 22, 29, 33, 51, 50, 51, 43, 56, 64, 54, 46, 40, 54]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 25, 12, 6, 8, 17, 17, 25, 45, 33, 25, 24, 19, 27, 0]}]"
Farmshop,"225 26th St #25, Santa Monica, CA 90402, USA","['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20097:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 26, 37, 51, 68, 85, 93, 86, 80, 71, 62, 48, 33, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 28, 40, 57, 68, 78, 82, 79, 79, 74, 65, 56, 41, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 21, 37, 46, 62, 71, 79, 81, 77, 67, 60, 48, 37, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 19, 34, 53, 71, 81, 85, 80, 72, 64, 57, 45, 35, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 37, 55, 75, 89, 96, 100, 99, 99, 94, 82, 62, 42, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 31, 44, 57, 72, 81, 86, 92, 92, 89, 76, 62, 43, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 9, 19, 33, 57, 77, 83, 84, 80, 72, 62, 49, 37, 0, 0, 0, 0, 0]}]"
Maria Sol,"401 Santa Monica Pier, Santa Monica, CA 90401, USA","['Monday: 12:00\u2009–\u20098:00\u202fPM', 'Tuesday: 12:00\u2009–\u20098:00\u202fPM', 'Wednesday: 12:00\u2009–\u20098:00\u202fPM', 'Thursday: 12:00\u2009–\u20098:00\u202fPM', 'Friday: 12:00\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 5, 13, 28, 44, 42, 21, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 31, 39, 36, 47, 50, 44, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 50, 39, 50, 52, 42, 34, 23, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 13, 31, 71, 76, 76, 63, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 50, 52, 57, 57, 86, 89, 84, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 36, 52, 76, 94, 81, 73, 52, 36, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 31, 55, 55, 89, 100, 100, 86, 44, 34, 0, 0, 0]}]"
Las Tunas Beach,"19444 Pacific Coast Hwy, Malibu, CA 90265, USA",Not available,"[{'name': 'Monday', 'data': [25, 21, 17, 9, 6, 5, 5, 11, 20, 24, 31, 43, 47, 45, 42, 49, 46, 41, 29, 17, 16, 15, 27, 28]}, {'name': 'Tuesday', 'data': [24, 15, 14, 12, 7, 6, 12, 20, 25, 23, 34, 35, 40, 38, 37, 35, 27, 18, 15, 17, 31, 37, 34, 21]}, {'name': 'Wednesday', 'data': [10, 10, 14, 15, 15, 18, 19, 20, 15, 18, 29, 39, 47, 50, 60, 73, 72, 65, 44, 32, 20, 21, 25, 30]}, {'name': 'Thursday', 'data': [20, 10, 9, 10, 12, 6, 5, 8, 17, 35, 49, 55, 48, 52, 54, 53, 43, 31, 24, 14, 17, 32, 34, 30]}, {'name': 'Friday', 'data': [14, 10, 5, 6, 10, 10, 5, 5, 7, 14, 24, 31, 54, 61, 60, 51, 50, 55, 48, 39, 26, 35, 42, 44]}, {'name': 'Saturday', 'data': [35, 27, 14, 9, 13, 15, 19, 20, 20, 18, 30, 44, 51, 56, 60, 70, 83, 79, 66, 57, 48, 47, 43, 40]}, {'name': 'Sunday', 'data': [25, 14, 10, 12, 5, 7, 5, 7, 11, 18, 34, 45, 60, 75, 90, 100, 98, 83, 63, 43, 40, 40, 41, 32]}]"
Huckleberry Bakery & Cafe,"1014 Wilshire Blvd, Santa Monica, CA 90401, USA","['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20093:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 39, 53, 67, 71, 70, 60, 50, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 32, 57, 65, 71, 58, 54, 42, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 29, 45, 57, 66, 70, 60, 44, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 22, 34, 51, 50, 52, 47, 46, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 27, 53, 78, 91, 91, 76, 60, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 45, 80, 100, 98, 80, 69, 51, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 34, 60, 80, 96, 94, 92, 76, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]"
Franklin D. Murphy Sculpture Garden,"Franklin D. Murphy Sculpture Garden, 245 Charles E Young Dr E, Los Angeles, CA 90095, USA","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'name': 'Monday', 'data': [2, 1, 4, 11, 10, 9, 5, 9, 13, 30, 40, 56, 61, 75, 81, 92, 82, 59, 27, 16, 11, 17, 19, 13]}, {'name': 'Tuesday', 'data': [14, 19, 21, 19, 8, 6, 9, 18, 27, 43, 57, 71, 91, 90, 80, 69, 64, 61, 58, 36, 25, 7, 2, 0]}, {'name': 'Wednesday', 'data': [1, 3, 2, 3, 32, 38, 31, 28, 26, 31, 45, 63, 79, 78, 79, 65, 60, 38, 32, 23, 25, 17, 11, 7]}, {'name': 'Thursday', 'data': [8, 4, 7, 17, 3, 2, 8, 19, 32, 30, 50, 69, 95, 100, 85, 79, 76, 60, 38, 29, 16, 7, 4, 6]}, {'name': 'Friday', 'data': [3, 1, 2, 3, 6, 8, 14, 17, 34, 61, 92, 90, 79, 77, 71, 76, 51, 57, 32, 30, 32, 29, 18, 10]}, {'name': 'Saturday', 'data': [6, 4, 4, 6, 11, 16, 13, 14, 15, 17, 15, 17, 27, 43, 60, 59, 45, 33, 31, 23, 17, 10, 11, 19]}, {'name': 'Sunday', 'data': [19, 14, 13, 16, 16, 10, 6, 6, 15, 22, 29, 28, 28, 32, 43, 46, 47, 55, 44, 25, 15, 7, 9, 3]}]"
